submission_id,user_id,rank,rating,country,language,problem_id,code,rank_bucket,code_length,line_count,avg_line_length,spaces_count,tabs_count,newlines_ratio,has_comments,uses_list_comp,uses_map,uses_lambda,imports_math,uses_recursion,variable_name_length,uses_scanner,has_class,uses_bits_stdc,uses_vector,uses_auto,compact_style
7586,user_8749,2336,2337,Russia,C++,CF392C,"#include <bits/stdc++.h>
using namespace std;
int main(){int s;cin>>s;vector<int>v(s);for(int i=0;i<s;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Grandmaster,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7587,user_5434,1805,1797,Poland,Java,CF204A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int v=sc.nextInt();int s=0;for(int i=0;i<v;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7588,user_7165,2253,2253,India,C++,CF192D,"#include <bits/stdc++.h>
using namespace std;
int main(){int y;cin>>y;vector<int>v(y);for(int i=0;i<y;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Master,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7589,user_9096,2439,2443,Japan,Java,CF652B,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
7590,user_7832,2474,2466,Japan,Python,CF590D,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Grandmaster,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7591,user_3449,1553,1547,USA,Java,CF242A,"// My approach
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int cnt=sc.nextInt();int s=0;for(int i=0;i<cnt;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,209,3,69.66666666666667,12,0,0.014354066985645933,1,,,,,0,17,1.0,1.0,,,,
7592,user_8134,2151,2158,Poland,Java,CF989C,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
7593,user_5291,1404,1402,China,C++,CF848C,"#include <bits/stdc++.h>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Expert,217,14,15.5,54,0,0.06451612903225806,1,,,,,1,4,,,1.0,0.0,0.0,0.0
7594,user_1728,1636,1638,China,C++,CF590A,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
7595,user_2714,2358,2352,Brazil,Python,CF432E,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Grandmaster,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7596,user_8245,951,945,Japan,Java,CF762D,"// Solution
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,193,3,64.33333333333333,10,0,0.015544041450777202,1,,,,,0,28,1.0,1.0,,,,
7597,user_8424,2423,2433,Japan,Python,CF534A,"from math import gcd
print(gcd(*map(int, input().split())))",Grandmaster,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7598,user_4546,2432,2430,Brazil,C++,CF616A,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;vector<int>a(t);for(int i=0;i<t;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Grandmaster,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7599,user_9485,2450,2450,Brazil,Python,CF628D,"from math import factorial
print(factorial(int(input())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
7600,user_5755,1907,1915,India,C++,CF928C,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Master,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
7601,user_2172,2123,2125,Japan,Java,CF245B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int s=sc.nextInt();int s=0;for(int i=0;i<s;i++)s+=sc.nextInt();System.out.println(s);}}",Master,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7602,user_3209,2371,2365,Japan,Java,CF132B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int r=sc.nextInt();int s=0;for(int i=0;i<r;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7603,user_1167,1740,1735,Japan,Java,CF668A,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
7604,user_3207,1272,1264,USA,Java,CF660B,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int n = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < n; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Pupil,317,13,24.384615384615383,97,0,0.04100946372239748,0,,,,,0,1,1.0,1.0,,,,
7605,user_5674,1487,1481,India,C++,CF302A,"// My approach
#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,127,4,31.75,8,0,0.031496062992125984,1,,,,,0,7,,,1.0,0.0,0.0,0.0
7606,user_2641,1347,1347,Russia,Python,CF230A,"def solve():
    ans = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,170,9,18.88888888888889,41,0,0.052941176470588235,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7607,user_3525,2180,2177,USA,Java,CF550D,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Master,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7608,user_6277,2362,2360,Poland,Python,CF667B,"from math import gcd
print(gcd(*map(int, input().split())))",Grandmaster,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7609,user_2812,1011,1006,India,Python,CF351E,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
7610,user_2723,842,833,Russia,Java,CF738A,"// Solution
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,193,3,64.33333333333333,10,0,0.015544041450777202,1,,,,,0,28,1.0,1.0,,,,
7611,user_5308,1313,1315,USA,C++,CF905B,"// My approach
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,236,16,14.75,67,0,0.06779661016949153,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7612,user_7805,1676,1672,India,C++,CF237B,"#include <bits/stdc++.h>
using namespace std;
int main(){int c;cin>>c;vector<int>v(c);for(int i=0;i<c;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7613,user_1478,1382,1381,Brazil,C++,CF800D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7614,user_8837,1566,1571,Poland,Python,CF415C,"print(*sorted(map(int, input().split())))",Expert,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7615,user_9929,1366,1363,India,Python,CF748C,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)

number = int(input())
print(factorial(number))",Pupil,143,8,17.875,36,0,0.055944055944055944,0,0.0,0.0,0.0,0.0,1,0,,,,,,
7616,user_6142,967,967,India,Python,CF364E,"// Solution
sum = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Newbie,127,6,21.166666666666668,15,0,0.047244094488188976,1,0.0,1.0,0.0,0.0,0,0,,,,,,
7617,user_9348,2165,2161,Poland,C++,CF884B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;vector<int>a(t);for(int i=0;i<t;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Master,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7618,user_7762,1297,1296,Poland,Java,CF315D,"// AC code
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,192,3,64.0,11,0,0.015625,1,,,,,0,28,1.0,1.0,,,,
7619,user_6784,2424,2431,China,C++,CF848D,"#include <bits/stdc++.h>
using namespace std;
int main(){int v;cin>>v;vector<int>v(v);for(int i=0;i<v;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Grandmaster,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7620,user_9390,1226,1222,Russia,Python,CF696C,"cnt = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Pupil,115,5,23.0,14,0,0.043478260869565216,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7621,user_2439,2364,2363,Russia,C++,CF808B,"#include <bits/stdc++.h>
using namespace std;
int main(){int cur;cin>>cur;vector<int>v(cur);for(int i=0;i<cur;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Grandmaster,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7622,user_4062,1577,1577,Russia,C++,CF245B,"#include <bits/stdc++.h>
using namespace std;
int main(){int tmp;cin>>tmp;vector<int>v(tmp);for(int i=0;i<tmp;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7623,user_2946,1790,1794,India,Python,CF161C,"x = int(input())
print(sum(map(int, input().split())))",Expert,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7624,user_9305,1514,1505,Poland,Java,CF963C,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Expert,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
7625,user_3719,1326,1325,Japan,Java,CF322B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7626,user_8650,1351,1344,China,C++,CF545E,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7627,user_2330,1680,1673,USA,C++,CF223E,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Expert,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
7628,user_6831,1890,1893,Poland,Python,CF734A,"from math import factorial
print(factorial(int(input())))",Expert,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
7629,user_4313,2399,2394,China,Python,CF393B,"from math import gcd
print(gcd(*map(int, input().split())))",Grandmaster,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7630,user_8971,1249,1257,Japan,C++,CF866C,"// My approach
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int tmp;
    cin >> tmp;
    vector<int> arr(tmp);
    for(int i = 0; i < tmp; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < tmp; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,349,20,17.45,97,0,0.05730659025787966,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7631,user_1164,2366,2372,USA,Java,CF380B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();int s=0;for(int i=0;i<t;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7632,user_5964,1831,1839,Brazil,Java,CF199E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7633,user_4745,2534,2535,Russia,Python,CF374C,"t = int(input())
print(sum(map(int, input().split())))",Grandmaster,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7634,user_1216,2352,2360,USA,Python,CF533C,"t = int(input())
print(sum(map(int, input().split())))",Grandmaster,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7635,user_6134,929,936,Brazil,Python,CF438A,"def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,148,9,16.444444444444443,51,0,0.060810810810810814,0,0.0,1.0,0.0,0.0,1,0,,,,,,
7636,user_3936,1338,1331,Japan,Java,CF264D,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7637,user_5651,1560,1565,USA,Python,CF210C,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)

number = int(input())
print(factorial(number))",Expert,143,8,17.875,36,0,0.055944055944055944,0,0.0,0.0,0.0,0.0,1,0,,,,,,
7638,user_2799,1442,1433,China,C++,CF193A,"#include <bits/stdc++.h>
using namespace std;
int main(){int num;cin>>num;vector<int>v(num);for(int i=0;i<num;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7639,user_5786,817,807,China,C++,CF136C,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,233,16,14.5625,66,0,0.06866952789699571,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7640,user_6889,1697,1706,India,Python,CF894D,"temp = int(input())
print(sum(map(int, input().split())))",Expert,57,2,28.5,3,0,0.03508771929824561,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7641,user_7987,1227,1221,Japan,Java,CF828B,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
7642,user_8012,1157,1167,Japan,Java,CF225B,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int count = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < count; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,325,13,25.0,97,0,0.04,0,,,,,0,5,1.0,1.0,,,,
7643,user_1718,1440,1446,Brazil,Python,CF592D,"def factorial(tmp):
    if tmp == 0:
        return 1
    else:
        return tmp * factorial(tmp - 1)

number = int(input())
print(factorial(number))",Expert,151,8,18.875,36,0,0.052980132450331126,0,0.0,0.0,0.0,0.0,1,0,,,,,,
7644,user_4672,2392,2402,USA,Java,CF955A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int n=sc.nextInt();int s=0;for(int i=0;i<n;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7645,user_7482,1232,1223,Poland,C++,CF593B,"// Fast solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int sum;
    cin >> sum;
    vector<int> arr(sum);
    for(int i = 0; i < sum; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < sum; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,351,20,17.55,97,0,0.05698005698005698,1,,,,,0,6,,,0.0,1.0,0.0,0.0
7646,user_1548,1283,1284,Poland,Java,CF621E,"// My approach
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,361,16,22.5625,104,0,0.0443213296398892,1,,,,,1,4,1.0,1.0,,,,
7647,user_8046,2194,2202,Poland,Python,CF268B,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7648,user_1329,1849,1854,Poland,Java,CF935C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7649,user_1172,2310,2301,Japan,C++,CF848C,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Grandmaster,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
7650,user_6303,1831,1826,Japan,Java,CF736B,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
7651,user_8944,990,992,India,C++,CF167B,"// Fast solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Newbie,268,17,15.764705882352942,58,0,0.06343283582089553,1,,,,,1,4,,,0.0,1.0,0.0,0.0
7652,user_6641,850,850,Japan,Java,CF299D,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int number = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < number; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,327,13,25.153846153846153,97,0,0.039755351681957186,0,,,,,0,6,1.0,1.0,,,,
7653,user_1950,1970,1967,India,Python,CF912D,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7654,user_2404,2061,2070,India,Python,CF267C,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
7655,user_3150,2477,2469,USA,Java,CF995A,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
7656,user_9661,1639,1629,Russia,C++,CF750B,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Expert,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
7657,user_9288,1687,1685,USA,Java,CF873B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int y=sc.nextInt();int s=0;for(int i=0;i<y;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7658,user_1352,1153,1156,Brazil,Java,CF862A,"// Solution
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,193,3,64.33333333333333,10,0,0.015544041450777202,1,,,,,0,28,1.0,1.0,,,,
7659,user_1681,1309,1314,USA,Python,CF823C,"def solve():
    tmp = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,170,9,18.88888888888889,41,0,0.052941176470588235,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7660,user_5208,1323,1326,Japan,Python,CF783D,"def solve():
    val = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,170,9,18.88888888888889,41,0,0.052941176470588235,0,0.0,1.0,0.0,0.0,0,0,,,,,,
7661,user_6860,2366,2366,India,Java,CF738A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
7662,user_9683,2253,2249,India,C++,CF627C,"#include <bits/stdc++.h>
using namespace std;
int main(){int temp;cin>>temp;vector<int>v(temp);for(int i=0;i<temp;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Master,178,3,59.333333333333336,8,0,0.016853932584269662,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7663,user_3765,1119,1110,Japan,Java,CF694B,"// Solution
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,193,3,64.33333333333333,10,0,0.015544041450777202,1,,,,,0,28,1.0,1.0,,,,
7664,user_9322,2249,2250,USA,C++,CF358C,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
7665,user_3661,2034,2037,Brazil,C++,CF744D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
7666,user_7927,1075,1065,USA,Java,CF268D,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int number = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < number; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,327,13,25.153846153846153,97,0,0.039755351681957186,0,,,,,0,6,1.0,1.0,,,,
7667,user_4419,873,877,Brazil,C++,CF561B,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Newbie,263,17,15.470588235294118,57,0,0.06463878326996197,1,,,,,1,4,,,0.0,1.0,0.0,0.0
7668,user_9499,1742,1743,Japan,Java,CF202C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int s=sc.nextInt();int s=0;for(int i=0;i<s;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
7669,user_5487,1545,1549,Russia,C++,CF214A,"// AC code
#include <bits/stdc++.h>
using namespace std;
int main(){int nxt;cin>>nxt;vector<int>v(nxt);for(int i=0;i<nxt;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,185,4,46.25,10,0,0.021621621621621623,1,,,,,0,7,,,1.0,1.0,0.0,1.0
7670,user_1937,841,843,Japan,Python,CF581D,"// Fast solution
def factorial(count):
    if count == 0:
        return 1
    else:
        return count * factorial(count - 1)

number = int(input())
print(factorial(number))",Newbie,176,9,19.555555555555557,38,0,0.05113636363636364,1,0.0,0.0,0.0,0.0,1,0,,,,,,
7671,user_4250,1338,1340,USA,Java,CF348B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
